attacker_node,nifr_nodes,nicr_nodes,nodes,edges,episode
192.168.114.237,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",115
192.168.144.112,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",116
192.168.79.248,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",117
192.168.114.237,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",118
192.168.57.38,['192.168.151.209'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",119
192.168.114.237,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",120
192.168.114.237,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",121
192.168.114.237,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",122
192.168.17.24,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",123
192.168.79.248,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",124
192.168.57.38,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",125
192.168.151.209,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",126
192.168.57.38,['192.168.151.209'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",127
192.168.114.237,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",128
192.168.144.112,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",129
192.168.17.24,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",130
192.168.17.24,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",131
192.168.57.38,['192.168.144.112'],['192.168.241.105'],"['192.168.151.209', '192.168.79.248', '192.168.114.237', '192.168.57.38', '192.168.241.105', '192.168.17.24', '192.168.103.221', '192.168.144.112']","[('192.168.151.209', '192.168.144.112'), ('192.168.151.209', '192.168.114.237'), ('192.168.151.209', '192.168.79.248'), ('192.168.151.209', '192.168.57.38'), ('192.168.151.209', '192.168.17.24'), ('192.168.79.248', '192.168.17.24'), ('192.168.79.248', '192.168.103.221'), ('192.168.114.237', '192.168.241.105'), ('192.168.114.237', '192.168.79.248'), ('192.168.114.237', '192.168.151.209'), ('192.168.114.237', '192.168.17.24'), ('192.168.57.38', '192.168.241.105'), ('192.168.57.38', '192.168.79.248'), ('192.168.57.38', '192.168.151.209'), ('192.168.57.38', '192.168.17.24'), ('192.168.57.38', '192.168.114.237'), ('192.168.57.38', '192.168.103.221'), ('192.168.241.105', '192.168.79.248'), ('192.168.241.105', '192.168.57.38'), ('192.168.241.105', '192.168.114.237'), ('192.168.241.105', '192.168.17.24'), ('192.168.241.105', '192.168.103.221'), ('192.168.17.24', '192.168.114.237'), ('192.168.17.24', '192.168.57.38'), ('192.168.17.24', '192.168.103.221'), ('192.168.17.24', '192.168.79.248'), ('192.168.103.221', '192.168.144.112'), ('192.168.103.221', '192.168.79.248'), ('192.168.103.221', '192.168.151.209'), ('192.168.103.221', '192.168.17.24'), ('192.168.144.112', '192.168.103.221'), ('192.168.144.112', '192.168.114.237')]",132
